Date,Open,High,Low,Close,Volume
2012-07-31,6740.0,6740.0,6600.0,6600.0,377730
2012-08-01,6550.0,6580.0,6480.0,6510.0,287220
2012-08-02,6510.0,6600.0,6480.0,6510.0,116090
2012-08-03,6510.0,6550.0,6480.0,6510.0,144950
2012-08-06,6480.0,6620.0,6480.0,6530.0,216410
2012-08-07,6530.0,6620.0,6530.0,6580.0,215390
2012-08-08,6580.0,6620.0,6580.0,6600.0,171670
2012-08-09,6600.0,6670.0,6600.0,6670.0,301100
2012-08-10,6620.0,6650.0,6580.0,6580.0,161440
2012-08-13,6580.0,6620.0,6550.0,6550.0,106630
2012-08-14,6620.0,6720.0,6600.0,6650.0,421060
2012-08-15,6600.0,6700.0,6580.0,6600.0,289330
2012-08-16,6650.0,6650.0,6580.0,6580.0,126480
2012-08-17,6620.0,6650.0,6600.0,6620.0,180360
2012-08-20,6600.0,6790.0,6600.0,6720.0,309140
2012-08-21,6620.0,6620.0,6390.0,6390.0,957750
2012-08-22,6170.0,6360.0,6100.0,6250.0,1156560
2012-08-23,6030.0,6060.0,5940.0,5940.0,658510
2012-08-24,5650.0,6220.0,5650.0,6170.0,1187880
2012-08-27,5940.0,5960.0,5870.0,5870.0,540580
2012-08-28,5910.0,6030.0,5750.0,5910.0,295550
2012-08-29,5840.0,6100.0,5840.0,6030.0,527300
2012-08-30,6060.0,6080.0,6010.0,6060.0,358540
2012-08-31,6080.0,6080.0,5870.0,5870.0,511390
2012-09-04,5870.0,6060.0,5870.0,5960.0,318900
2012-09-05,5960.0,6030.0,5890.0,5960.0,282630
2012-09-06,5960.0,5960.0,5910.0,5960.0,236550
2012-09-07,5990.0,6010.0,5940.0,6010.0,500270
2012-09-10,5910.0,5940.0,5730.0,5730.0,828840
2012-09-11,5680.0,5840.0,5650.0,5680.0,353590
2012-09-12,5680.0,5800.0,5680.0,5730.0,147150
2012-09-13,5730.0,5910.0,5680.0,5910.0,315970
2012-09-14,6030.0,6200.0,5960.0,6170.0,1052920
2012-09-17,6170.0,6480.0,6100.0,6410.0,1311050
2012-09-18,6390.0,6390.0,6100.0,6100.0,602330
2012-09-19,6030.0,6130.0,5890.0,6060.0,741190
2012-09-20,6010.0,6010.0,5770.0,5870.0,598550
2012-09-21,5910.0,6030.0,5870.0,6030.0,1275070
2012-09-24,5990.0,6010.0,5870.0,5870.0,150850
2012-09-25,5910.0,5990.0,5870.0,5890.0,314450
2012-09-26,5870.0,5960.0,5870.0,5940.0,369840
2012-09-27,6080.0,6080.0,5910.0,5940.0,473460
2012-09-28,5910.0,5940.0,5820.0,5820.0,346220
2012-10-01,5820.0,5840.0,5650.0,5650.0,266790
2012-10-02,5650.0,5700.0,5630.0,5630.0,234110
2012-10-03,5650.0,5730.0,5650.0,5680.0,397080
2012-10-04,5680.0,5750.0,5680.0,5700.0,216780
2012-10-05,5700.0,5840.0,5700.0,5800.0,170620
2012-10-08,5800.0,5890.0,5800.0,5890.0,103200
2012-10-09,5890.0,5890.0,5840.0,5870.0,262470
2012-10-10,5870.0,5870.0,5770.0,5840.0,168270
2012-10-11,5870.0,5910.0,5820.0,5840.0,302120
2012-10-12,5840.0,5840.0,5750.0,5770.0,301430
2012-10-15,5750.0,5770.0,5650.0,5680.0,201160
2012-10-16,5680.0,5820.0,5680.0,5770.0,608540
2012-10-17,5770.0,5800.0,5680.0,5680.0,289210
2012-10-18,5680.0,5730.0,5650.0,5700.0,273130
2012-10-19,5680.0,5730.0,5560.0,5650.0,317820
2012-10-22,5700.0,5700.0,5630.0,5700.0,141010
2012-10-23,5750.0,5770.0,5700.0,5700.0,170850
2012-10-24,5650.0,5730.0,5650.0,5700.0,92680
2012-10-25,5700.0,5700.0,5630.0,5650.0,177170
2012-10-26,5700.0,5700.0,5630.0,5650.0,38580
2012-10-29,5610.0,5650.0,5580.0,5630.0,140920
2012-10-30,5630.0,5630.0,5580.0,5580.0,193650
2012-10-31,5510.0,5580.0,5490.0,5510.0,204080
2012-11-01,5460.0,5510.0,5440.0,5460.0,196810
2012-11-02,5320.0,5350.0,5200.0,5200.0,476600
2012-11-05,5110.0,5300.0,5060.0,5060.0,222800
2012-11-06,5040.0,5110.0,4970.0,4970.0,293160
2012-11-07,4970.0,5200.0,4970.0,5200.0,224990
2012-11-08,5230.0,5460.0,5230.0,5460.0,679950
2012-11-09,5460.0,5560.0,5440.0,5560.0,384490
2012-11-12,5490.0,5560.0,5460.0,5540.0,109060
2012-11-13,5560.0,5610.0,5420.0,5440.0,191400
2012-11-14,5440.0,5650.0,5440.0,5580.0,361620
2012-11-15,5730.0,5730.0,5650.0,5730.0,612860
2012-11-16,5750.0,5750.0,5630.0,5630.0,113140
2012-11-19,5630.0,5650.0,5560.0,5560.0,187250
2012-11-20,5560.0,5580.0,5510.0,5540.0,54040
2012-11-21,5490.0,5540.0,5460.0,5540.0,89300
2012-11-22,5580.0,5580.0,5510.0,5510.0,112160
2012-11-23,5510.0,5560.0,5460.0,5460.0,36490
2012-11-26,5440.0,5460.0,5390.0,5390.0,54310
2012-11-27,5440.0,5440.0,5390.0,5390.0,45380
2012-11-28,5370.0,5420.0,5370.0,5420.0,28060
2012-11-29,5580.0,5580.0,5460.0,5540.0,279940
2012-11-30,5680.0,5680.0,5510.0,5510.0,422030
2012-12-03,5490.0,5610.0,5490.0,5510.0,146900
2012-12-04,5560.0,5680.0,5560.0,5650.0,296390
2012-12-05,5700.0,5910.0,5680.0,5870.0,616260
2012-12-06,5890.0,6010.0,5870.0,5960.0,447180
2012-12-07,5990.0,5990.0,5840.0,5840.0,163330
2012-12-10,5820.0,5890.0,5800.0,5840.0,91080
2012-12-11,5770.0,5960.0,5770.0,5960.0,372770
2012-12-12,5910.0,6060.0,5910.0,6010.0,424460
2012-12-13,6030.0,6030.0,5940.0,6010.0,214710
2012-12-14,6010.0,6130.0,5910.0,5910.0,307590
2012-12-17,5960.0,6200.0,5960.0,6200.0,811260
2012-12-18,6390.0,6410.0,6340.0,6340.0,681340
2012-12-19,6270.0,6340.0,6270.0,6290.0,515770
2012-12-20,6320.0,6320.0,6200.0,6250.0,558040
2012-12-21,6150.0,6200.0,6100.0,6150.0,1077970
2012-12-24,6150.0,6200.0,6060.0,6170.0,162430
2012-12-25,6250.0,6340.0,6220.0,6290.0,499120
2012-12-26,6170.0,6320.0,6170.0,6320.0,117050
2012-12-27,6430.0,6430.0,6320.0,6410.0,680880
2012-12-28,6320.0,6460.0,6320.0,6430.0,480040
2013-01-02,6430.0,6580.0,6430.0,6580.0,168190
2013-01-03,6600.0,6740.0,6390.0,6740.0,500650
2013-01-04,6620.0,6980.0,6580.0,6910.0,501540
2013-01-07,6620.0,7100.0,6620.0,7100.0,1312740
2013-01-08,7240.0,7450.0,7120.0,7450.0,1035220
2013-01-09,7120.0,7500.0,7100.0,7500.0,1583320
2013-01-10,7520.0,7690.0,7260.0,7690.0,645400
2013-01-11,7780.0,7780.0,7570.0,7590.0,432980
2013-01-14,7450.0,7550.0,7290.0,7550.0,384930
2013-01-15,7430.0,7570.0,7380.0,7570.0,509000
2013-01-16,7450.0,7780.0,7450.0,7590.0,449000
2013-01-17,7690.0,7690.0,7450.0,7450.0,358750
2013-01-18,7570.0,7570.0,7430.0,7480.0,299790
2013-01-21,7290.0,7500.0,7290.0,7360.0,269410
2013-01-22,7380.0,7380.0,7240.0,7240.0,184710
2013-01-23,7050.0,7240.0,7030.0,7190.0,530180
2013-01-24,7220.0,7330.0,7190.0,7330.0,211230
2013-01-25,7330.0,7690.0,7330.0,7690.0,426490
2013-01-28,7690.0,7810.0,7670.0,7760.0,453400
2013-01-29,7780.0,8039.999999999999,7740.0,8039.999999999999,915570
2013-01-30,8039.999999999999,8140.000000000001,7950.0,8109.999999999999,767730
2013-01-31,7930.0,8039.999999999999,7930.0,8039.999999999999,321460
2013-02-01,8000.0,8109.999999999999,7760.0,8109.999999999999,433080
2013-02-04,8109.999999999999,8109.999999999999,7950.0,7970.0,214910
2013-02-05,7970.0,7970.0,7850.0,7970.0,288720
2013-02-06,7970.0,8160.0,7970.0,8160.0,983270
2013-02-07,8160.0,8210.0,8109.999999999999,8160.0,121570
2013-02-08,8210.0,8210.0,8140.000000000001,8160.0,232830
2013-02-18,8160.0,8160.0,8109.999999999999,8109.999999999999,228560
2013-02-19,8090.0,8109.999999999999,7970.0,8020.0,529020
2013-02-20,7740.0,8070.0,7740.0,8070.0,394040
2013-02-21,8090.0,8090.0,7570.0,7570.0,375710
2013-02-22,7570.0,7850.0,7450.0,7740.0,518270
2013-02-25,7690.0,7930.0,7690.0,7930.0,178380
2013-02-26,8220.0,8220.0,7580.0,7580.0,240960
2013-02-27,7580.0,7680.0,7510.0,7580.0,259470
2013-02-28,7730.0,8050.000000000001,7660.0,7930.0,327730
2013-03-01,7930.0,7970.0,7880.0,7950.0,269070
2013-03-04,7950.0,8020.0,7850.0,7880.0,371070
2013-03-05,8000.0,8000.0,7750.0,7750.0,215070
2013-03-06,7750.0,7900.0,7750.0,7900.0,157520
2013-03-07,7900.0,7900.0,7830.0,7900.0,266560
2013-03-08,7930.0,7950.0,7880.0,7930.0,274220
2013-03-11,7850.0,7900.0,7750.0,7900.0,260040
2013-03-12,7830.0,7930.0,7830.0,7930.0,158530
2013-03-13,7950.0,7970.0,7900.0,7970.0,254430
2013-03-14,7970.0,8000.0,7850.0,7850.0,371790
2013-03-15,7830.0,8070.0,7830.0,8070.0,671530
2013-03-18,8070.0,8070.0,7930.0,8000.0,94990
2013-03-19,8000.0,8000.0,7880.0,7880.0,138660
2013-03-20,7880.0,7950.0,7850.0,7930.0,116040
2013-03-21,7970.0,7970.0,7880.0,7900.0,200370
2013-03-22,7850.0,7900.0,7780.0,7800.0,62100
2013-03-25,7800.0,7930.0,7800.0,7850.0,205300
2013-03-26,7850.0,7880.0,7800.0,7800.0,50010
2013-03-27,7750.0,7930.0,7700.0,7930.0,159520
2013-03-28,7950.0,7950.0,7800.0,7850.0,132670
2013-03-29,7850.0,7880.0,7610.0,7850.0,129060
2013-04-01,7730.0,7850.0,7730.0,7850.0,152250
2013-04-02,7850.0,7930.0,7830.0,7900.0,679970
2013-04-03,7950.0,7950.0,7800.0,7850.0,339260
2013-04-04,7750.0,7850.0,7750.0,7780.0,203140
